rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_ich*","Präsens_du","Präsens_du*","Präsens_er, sie, es","Präteritum_ich","Präteritum_ich*","Partizip II","Partizip II*","Konjunktiv II_ich","Konjunktiv II_ich*","Imperativ Singular","Imperativ Singular*","Imperativ Singular 2","Imperativ Plural","Imperativ Plural*",Hilfsverb,Hilfsverb*,Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
373,23236,fangen,"","",fange,"","fängst","","fängt",fing,"",gefangen,"",finge,"",fang,fange,"",fangt,"",haben,"","","In Search of the San 07.jpg|thumb|3|Ein Kind ''fängt'' einen Ball","","",""
383,22577,kaufen,"",X,kaufe,"",kaufst,"",kauft,kaufte,"",gekauft,"",kaufte,"",kauf,"","",kauft,"",haben,"","20161122-bournville-labour-small-business-saturday-2016-9.jpg|mini|1|eine Kundin ''kauft'' in einem kleinen Laden","","","",""
385,22415,wagen,"","",wage,"",wagst,"",wagt,wagte,"",gewagt,"",wagte,"",wage,"","",wagt,"",haben,"","BASE Jumping from Sapphire Tower in Istanbul.jpg|mini|1|Ein Extremsportler ''wagt'' einen Sprung von einem Turm in [[Istanbul]]","","","",""
389,22027,altern,"","",altere,"",alterst,"",altert,alterte,"",gealtert,"",alterte,"",altere,"","",altert,"",sein,"","","","","",""
395,21815,erwarten,"","",erwarte,"",erwartest,"",erwartet,erwartete,"",erwartet,"",erwartete,"",erwarte,"","",erwartet,"",haben,"","","","","",""
397,21634,folgen,"","",folge,"",folgst,"",folgt,folgte,"",gefolgt,"",folgte,"",folge,folg,"",folgt,"",sein,haben,"","","","",""
398,21606,schauen,"","",schaue,schau,schaust,"",schaut,schaute,"",geschaut,"",schaute,"",schaue,schau,"",schaut,"",haben,"","","","","",""
400,21507,heiraten,"","",heirate,"",heiratest,"",heiratet,heiratete,"",geheiratet,"",heiratete,"",heirate,"","",heiratet,"",haben,"","","Flodmark-Ehrs Marriage 2016 crop.jpg|thumb|1|Sie haben gerade [[standesamtlich]] ''geheiratet.''","Russian church wedding in Toronto,Canada.jpg|thumb|1|Sie ''heiraten'' gerade [[kirchlich]].","",""
404,21292,lachen,"","",lache,"",lachst,"",lacht,lachte,"",gelacht,"",lachte,"",lache,lach,"",lacht,"",haben,"","A man Laughing.gif|mini|1|Ein Mann, der ''lacht''","","Lachen Mix MM.ogg|mini|1|Eine Frau ''lacht''","",""
406,21153,schlagen,"",X,schlage,"","schlägst","","schlägt",schlug,"",geschlagen,"","schlüge","",schlag,schlage,"",schlagt,"",haben,"","","","","",""
407,21086,gefallen,"","",gefalle,"","gefällst","","gefällt",gefiel,"",gefallen,"",gefiele,"",gefalle,gefall,"",gefallt,"",haben,"","","","","",""
411,20824,bezahlen,"","",bezahle,"",bezahlst,"",bezahlt,bezahlte,"",bezahlt,"",bezahlte,"",bezahle,"","",bezahlt,"",haben,"","","","","",""
413,20656,stecken,"","",stecke,"",steckst,"",steckt,steckte,stak,gesteckt,"",steckte,"stäke",steck,"","",steckt,"",haben,"","","","","",""
414,20645,gewinnen,"","",gewinne,"",gewinnst,"",gewinnt,gewann,"",gewonnen,"","gewönne","gewänne",gewinn,"","",gewinnt,"",haben,"","","Keion Bain.jpg|thumb|2|Er hat einen [[Boxkampf]] ''gewonnen.''","Stage_3_Fabian_Cancellara_is_the_early_hero_of_the_2007_Tour_de_France.jpg|thumb|2|Der [[Mann]] in [[gelb]] ''gewinnt'' eine [[Etappe]] bei der [[Tour de France]].","",""
418,20421,"lügen","","","lüge","","lügst","","lügt",log,"",gelogen,"","löge","","lüg","","","lügt","",haben,"","","","","",""
420,20386,klingen,"","",klinge,"",klingst,"",klingt,klang,"",geklungen,"","klänge","",klinge,kling,"",klingt,"",haben,"","","","","",""
421,20284,vertrauen,"","",vertraue,"",vertraust,"",vertraut,vertraute,"",vertraut,"",vertraute,"",vertrau,vertraue,"",vertraut,vertrauet,haben,"","","","","",""
433,19730,"ändern","","","ändere","","änderst","","ändert","änderte","","geändert","","änderte","","ändere","","","ändert","",haben,"","","","","",""
438,19475,benutzen,"","",benutze,"",benutzt,"",benutzt,benutzte,"",benutzt,"",benutzte,"",benutze,benutz,"",benutzt,"",haben,"","","","","",""
439,19398,schicken,"","",schicke,"",schickst,"",schickt,schickte,"",geschickt,"",schickte,"",schick,"","",schickt,"",haben,"","","","","",""
446,19077,"erklären","","","erkläre","","erklärst","","erklärt","erklärte","","erklärt","","erklärte","","erkläre","erklär","","erklärt","",haben,"","","","","",""
447,19038,legen,"","",lege,"",legst,"",legt,legte,"",gelegt,"",legte,"",lege,leg,"",legt,"",haben,"","","","","",""
451,18800,wiedersehen,"","","sehe wieder","","siehst wieder","","sieht wieder","sah wieder","",wiedergesehen,"","sähe wieder","","sieh wieder","siehe wieder","","seht wieder","",haben,"","","","","",""
452,18732,"aufhören","","","höre auf","","hörst auf","","hört auf","hörte auf","","aufgehört","","hörte auf","","hör auf","höre auf","","hört auf","",haben,"","","","","",""
453,18714,anfangen,"",X,"fange an","","fängst an","","fängt an","fing an","",angefangen,"","finge an","","fang an","fange an","","fangt an","",haben,"","","","","",""
459,18226,beginnen,"","",beginne,"",beginnst,"",beginnt,begann,"",begonnen,"","begönne","begänne",beginn,beginne,"",beginnt,"",haben,"","","","","",""
461,18187,verdienen,"","",verdiene,"",verdienst,"",verdient,verdiente,"",verdient,"",verdiente,"",verdiene,"","",verdient,"",haben,"","","","","",""
462,18180,freuen,"",X,freue,"",freust,"",freut,freute,"",gefreut,"",freute,"",freu,"","",freut,"",haben,"","","","","",""
464,18153,wohnen,"","",wohne,"",wohnst,"",wohnt,wohnte,"",gewohnt,"",wohnte,"",wohne,wohn,"",wohnt,"",haben,"","385 PEMA.jpg|210px|1|Menschen ''wohnen'' oft sehr unterschiedlich","","","",""
473,17796,fliegen,X,"",fliege,"",fliegst,"",fliegt,flog,"",geflogen,"","flöge","",flieg,fliege,"",fliegt,"",sein,haben,"","","","",""
477,17565,geschehen,"","","","","","",geschieht,geschah,"",geschehen,"","geschähe","","","","","","",sein,"","","","","",""
478,17508,gedenken,"","",gedenke,gedenk,gedenkst,"",gedenkt,gedachte,"",gedacht,"","gedächte","",gedenk,gedenke,"",gedenkt,"",haben,"","","","","",""
480,17438,funktionieren,"","",funktioniere,"",funktionierst,"",funktioniert,funktionierte,"",funktioniert,"",funktionierte,"",funktioniere,funktionier,"",funktioniert,"",haben,"","","Fotothek df n-20 0000142 Zerspannungsfacharbeiter.jpg|thumb|1|eine [[Maschine]], die ''funktioniert''","FHM-Orchestra-mk2006-02.jpg|thumb|1|ein [[Orchester]] ''funktioniert'', wenn [[alle]] [[zusammenspielen]]","",""
485,17146,verkaufen,"","",verkaufe,"",verkaufst,"",verkauft,verkaufte,"",verkauft,"",verkaufte,"",verkauf,verkaufe,"",verkauft,"",haben,"","","","","",""
490,16842,"schießen","","","schieße","","schießt","","schießt",schoss,"",geschossen,"","schösse","","schieß","","","schießt","",haben,sein,"","","","",""
491,16810,dauern,"","",dauere,"",dauerst,"",dauert,dauerte,"",gedauert,"",dauerte,"",dauere,"","",dauert,"",haben,"","","","","",""
492,16800,"kämpfen","","","kämpfe","","kämpfst","","kämpft","kämpfte","","gekämpft","","kämpfte","","kämpf","kämpfe","","kämpft","",haben,"","Aulalassance.jpg|mini|1|''kämpfende'' Tai-Chi-Chuan-Kämpfer","","","",""
495,16674,"wünschen","","","wünsche","","wünschst","wünscht","wünscht","wünschte","","gewünscht","","wünschte","","wünsche","","","wünscht","",haben,"","","","","",""
497,16639,werfen,"","",werfe,"",wirfst,"",wirft,warf,"",geworfen,"","würfe","",wirf,"","",werft,"",haben,"","","Bundesarchiv Bild 183-1984-0520-017, Petra Felke.jpg|mini|1|sie ''wirft'' den Speer","Kittens 120720081883.jpg|mini|2|die Katze ''hat geworfen''","",""
507,16022,aussehen,"","","sehe aus","","siehst aus","","sieht aus","sah aus","",ausgesehen,"","sähe aus","","sieh aus","siehe aus","","seht aus","",haben,"","","","","",""
511,15933,"führen","","","führe","","führst","","führt","führte","","geführt","","führte","","führe","","","führt","",haben,"","","","","",""
513,15874,"öffnen","","","öffne","","öffnest","","öffnet","öffnete","","geöffnet","","öffnete","","öffne","","","öffnet","",haben,"","","","","",""
516,15571,interessieren,"","",interessiere,"",interessierst,"",interessiert,interessierte,"",interessiert,"",interessierte,"",interessiere,interessier,"",interessiert,"",haben,"","","","","",""
525,15314,brechen,"","",breche,"",brichst,"",bricht,brach,"",gebrochen,"","bräche","",brich,"","",brecht,"",haben,sein,"","Boelge stor.jpg|thumb|2|Der [[Kamm]] einer [[Welle]] ''bricht.''","Oktoberfest 2011 007 vomit drunken female.jpg|thumb|9|Eine [[Betrunkene]] des [[München]]er [[Oktoberfest]]es muss ''brechen.''","",""
526,15263,verletzen,"","",verletze,"",verletzt,"",verletzt,verletzte,"",verletzt,"",verletzte,"",verletze,"","",verletzt,"",haben,"","","","","",""
530,15200,bitten,"","",bitte,"",bittest,"",bittet,bat,"",gebeten,"","bäte","",bitte,"","",bittet,"",haben,"","","","","",""
532,15081,verstecken,"","",verstecke,"",versteckst,"",versteckt,versteckte,"",versteckt,"",versteckte,"",verstecke,"","",versteckt,"",haben,"","","","","",""
534,14941,erledigen,"","",erledige,"",erledigst,"",erledigt,erledigte,"",erledigt,"",erledigte,"",erledig,erledige,"",erledigt,"",haben,"","","","","",""
538,14747,sondern,"","",sondere,"",sonderst,"",sondert,sonderte,"",gesondert,"",sonderte,"",sondere,"","",sondert,"",haben,"","","","","",""
543,14573,erfahren,"","",erfahre,"","erfährst","","erfährt",erfuhr,"",erfahren,"","erführe","",erfahr,erfahre,"",erfahrt,"",haben,"","","","","",""
544,14572,vorstellen,"","","stelle vor","","stellst vor","","stellt vor","stellte vor","",vorgestellt,"","stellte vor","","stell vor","stelle vor","","stellt vor","",haben,"","","","","",""
545,14522,singen,"","",singe,"",singst,"",singt,sang,"",gesungen,"","sänge","",singe,"","",singt,"",haben,"","Zespół Pieśni i Tańca &quot;Śląsk&quot; Mikołów 07.jpg|280px|1|''singende'' Frauen","","","",""
548,14356,klappen,"","",klappe,"",klappst,"",klappt,klappte,"",geklappt,"",klappte,"",klappe,"","",klappt,"",haben,"","","USMC ETool.jpg|thumb|1|Einen [[Klappspaten]] kann man auf- und zu''klappen''","Faltbehaelter01.jpg|thumb|1|Eine [[Klappbox]] [[müssen|muss]] vor dem [[benutzen|Benutzen]] auf''geklappt'' werden.","A-6E Intruder aboard USS Midway with wings folded.jpg|thumb|1|Diese [[Flügel]] wurden ein''geklappt.''",""
550,14299,entscheiden,"","",entscheide,"",entscheidest,"",entscheidet,entschied,"",entschieden,"",entschiede,"",entscheide,"","",entscheidet,"",haben,"","","","","",""
553,14181,stehlen,"","",stehle,"",stiehlst,"",stiehlt,stahl,"",gestohlen,"","stähle","stöhle",stiehl,"","",stehlt,"",haben,"","","","","",""
557,13960,zahlen,"","",zahle,"",zahlst,"",zahlt,zahlte,"",gezahlt,"",zahlte,"",zahle,zahl,"",zahlt,"",haben,"","","","","",""
564,13591,"schließen","","","schließe","","schließt","","schließt",schloss,"",geschlossen,"","schlösse","","schließe","schließ","","schließt","",haben,"","","","","",""
571,13378,bewegen,"","",bewege,"",bewegst,"",bewegt,bewegte,"",bewegt,"",bewegte,"",bewege,beweg,"",bewegt,"",haben,"","","","","",""
571,13378,bewegen,"","",bewege,"",bewegst,"",bewegt,bewog,"",bewogen,"","bewöge","",bewege,"","",bewegt,"",haben,"","","","","",""
572,13365,"zerstören","","","zerstöre","","zerstörst","","zerstört","zerstörte","","zerstört","","zerstörte","","zerstöre","","","zerstört","",haben,"","","","","",""
573,13318,ehren,"","",ehre,"",ehrst,"",ehrt,ehrte,"",geehrt,"",ehrte,"",ehre,"","",ehrt,"",haben,"","","","","",""
574,13220,ansehen,"","","sehe an","","siehst an","","sieht an","sah an","",angesehen,"","sähe an","","sieh an","","","seht an","",haben,"","","","","",""
576,13183,behalten,"","",behalte,"","behältst","","behält",behielt,"",behalten,"",behielte,"",behalte,"","",behaltet,"",haben,"","","","","",""
578,13175,besorgen,"","",besorge,"",besorgst,"",besorgt,besorgte,"",besorgt,"",besorgte,"",besorge,besorg,"",besorgt,"",haben,"","","","","",""
579,13137,erkennen,"","",erkenne,"",erkennst,"",erkennt,erkannte,"",erkannt,"",erkennte,"",erkenn,erkenne,"",erkennt,"",haben,"","","","","",""
585,12749,"hängen","","","hänge","","hängst","","hängt",hing,"",gehangen,"",hinge,"","hänge","häng","","hängt","",haben,sein,"","","","",""
585,12749,"hängen","","","hänge","","hängst","","hängt","hängte","","gehängt","","hängte","","hänge","häng","","hängt","",haben,"","","","","",""
588,12726,fehlen,"","",fehle,"",fehlst,"",fehlt,fehlte,"",gefehlt,"",fehlte,"",fehle,"","",fehlt,"",haben,"","","","","",""
592,12523,"gehören","","","gehöre","","gehörst","","gehört","gehörte","","gehört","","gehörte","","gehör","gehöre","","gehört","",haben,"","","","","",""
593,12492,melden,"","",melde,"",meldest,"",meldet,meldete,"",gemeldet,"",meldete,"",melde,"","",meldet,"",haben,"","","","","",""
594,12453,schaden,"","",schade,"",schadest,"",schadet,schadete,"",geschadet,"",schadete,"",schade,"","",schadet,"",haben,"","","","","",""
598,12298,drehen,"","",drehe,"",drehst,"",dreht,drehte,"",gedreht,"",drehte,"",drehe,dreh,"",dreht,"",haben,"","","","","",""
600,12239,kranken,"","",kranke,"",krankst,"",krankt,krankte,"",gekrankt,"",krankte,"",kranke,"","",krankt,"",haben,sein,"","","","",""
601,12233,laden,"","",lade,"","lädst","","lädt",lud,"",geladen,"","lüde","",lade,"","",ladet,"",haben,"","","","","",""
601,12233,laden,"","",lade,"","lädst","","lädt",lud,"",geladen,"","lüde","",lade,"","",ladet,"",haben,"","","","","",""
604,12169,erreichen,"","",erreiche,"",erreichst,"",erreicht,erreichte,"",erreicht,"",erreichte,"",erreich,erreiche,"",erreicht,"",haben,"","Rugby (5828939713).jpg|thumb|1|Zwei [[Spieler]] [[versuchen]] in einer [[Gasse]], den [[Ball]] zu ''erreichen''","","","",""
611,11954,tagen,"","",tage,"",tagst,"",tagt,tagte,"",getagt,"",tagte,"",tag,tage,"",tagt,"",haben,"","","","","",""
615,11899,triefen,"","",triefe,"",triefst,"",trieft,troff,triefte,getroffen,getrieft,"tröffe",triefte,trief,triefe,"",trieft,"",haben,"","","","","",""
616,11870,"fällen","","","fälle","","fällst","","fällt","fällte","","gefällt","","fällte","","fälle","","","fällt","",haben,"","","Faellen.jpg|120px|1|einen Baum ''fällen''","Mengs, Urteil des Paris.jpg|thumb|2|Paris ''fällt'' ein Urteil","",""
618,11831,angreifen,"","","greife an","","greifst an","","greift an","griff an","",angegriffen,"","griffe an","","greif an","","","greift an","",haben,"","","","","",""
624,11725,kosten,"","",koste,"",kostest,"",kostet,kostete,"",gekostet,"",kostete,"",koste,"","",kostet,"",haben,"","","","","",""
624,11725,kosten,"","",koste,"",kostest,"",kostet,kostete,"",gekostet,"",kostete,"",koste,"","",kostet,"",haben,"","","","","",""
628,11665,"stören","","","störe","","störst","","stört","störte","","gestört","","störte","","stör","störe","","stört","",haben,"","","","","",""
630,11657,bauen,"",X,baue,"",baust,"",baut,baute,"",gebaut,"",baute,"",baue,bau,"",baut,"",haben,"","","","","",""
639,11457,"übernehmen","","","übernehme","","übernimmst","","übernimmt","übernahm","","übernommen","","übernähme","","übernimm","","","übernehmt","",haben,"","","","","",""
655,11230,tanzen,"","",tanze,"",tanzt,"",tanzt,tanzte,"",getanzt,"",tanzte,"",tanze,tanz,"",tanzt,"",haben,"","","Angelina Sansone dans Casse-Noisette, Kansas City Ballet, -4 décembre 2013 a.jpg|thumb|1|[[Ballett]] ''tanzen''","Dance reedit 2.webm|thumb|2|Ein [[Paar]] ''tanzt'' [[Cha-Cha-Cha]]","",""
662,11036,antworten,"","",antworte,"",antwortest,"",antwortet,antwortete,"",geantwortet,"",antwortete,"",antworte,"","",antwortet,"",haben,"","","","","",""
665,10926,"erschießen","","","erschieße","","erschießt","","erschießt",erschoss,"",erschossen,"","erschösse","","erschieß","erschieße","","erschießt","",haben,"","Bundesarchiv Bild 101I-212-0221-06, Russland-Nord, Erschießung von Partisanen.jpg|thumb|1|[[Partisan]]en werden durch [[deutsch]]e [[Soldat]]en ''erschossen''","","","",""
667,10896,nachdenken,"","","denke nach","","denkst nach","","denkt nach","dachte nach","",nachgedacht,"","dächte nach","","denke nach","","","denkt nach","",haben,"","","","","",""
669,10884,beruhigen,"","",beruhige,"",beruhigst,"",beruhigt,beruhigte,"",beruhigt,"",beruhigte,"",beruhige,"","",beruhigt,"",haben,"","","","","",""
681,10625,stillen,"","",stille,"",stillst,"",stillt,stillte,"",gestillt,"",stillte,"",still,stille,"",stillt,"",haben,"","","William-Adolphe Bouguereau (1825-1905) - Thirst (1886).jpg|180px|1|Eine Frau stillt ihren Durst.","Kabala mother.jpg|180px|2|eine stillende Mutter","",""
682,10625,weinen,"","",weine,"",weinst,"",weint,weinte,"",geweint,"",weinte,"",weine,"","",weint,"",haben,"","Crying-girl.jpg|250px|1|''weinendes'' Mädchen","","","",""
689,10525,"nähen","",X,"nähe","","nähst","","näht","nähte","","genäht","","nähte","","nähe","","","näht","",haben,"","","Albert Anker - Der Dorfschneider.jpg|thumb|1|ein [[Schneider]], der ''näht''","SenegalSewing.jpg|thumb|2|sie ''näht'' an einer [[Nähmaschine]]","Nähmaschine Slow Motion.webm|thumb|2|''Nähen'' mit einer [[Nähmaschine]] ([[technisch]]er [[Vorgang]])","Sutures_a_patients_hand.jpg|thumb|3|''nähen'' einer [[Wunde]] am [[Finger]]"
691,10494,"schwören","","","schwöre","","schwörst","","schwört",schwor,schwur,geschworen,"","schwüre","","schwöre","","","schwört","",haben,"","","","","",""
695,10470,"fürchten","",X,"fürchte","","fürchtest","","fürchtet","fürchtete","","gefürchtet","","fürchtete","","fürchte","fürcht","","fürchtet","",haben,"","","","","",""
708,10145,"beschützen","","","beschütze","","beschützt","","beschützt","beschützte","","beschützt","","beschützte","","beschütze","","","beschützt","",haben,"","","","","",""
709,10140,steigen,"","",steige,"",steigst,"",steigt,stieg,"",gestiegen,"",stiege,"",steig,steige,"",steigt,"",sein,"","","Flying a kite 002.jpg|thumb|1|Einen [[Drachen]] ''steigen'' [[lassen]]","Fotothek df roe-neg 0003003 004 Portrait eines Mädchens in Badebekleidung aus dem Becken steigend, Bad Süd-Ost i.jpg|thumb|2|aus dem [[Wasser]] ''steigen''","Abbildung1.JPG|thumb|4|[[Kosten]], [[Nutzen]], [[Preis]]e, [[Umsatz|Umsätze]], [[etc.]] ''steigen''",""
711,10121,"nähern","","","nähere","","näherst","","nähert","näherte","","genähert","","näherte","","nähere","","","nähert","",haben,"","","","","",""
713,10096,erwischen,"","",erwische,"",erwischst,"",erwischt,erwischte,"",erwischt,"",erwischte,"",erwische,"","",erwischt,"",haben,"","","","","",""
714,10084,"verändern","",X,"verändere","","veränderst","","verändert","veränderte","","verändert","","veränderte","","veränder","","","verändert","",haben,"","","","","",""
718,10048,merken,"","",merke,"",merkst,"",merkt,merkte,"",gemerkt,"",merkte,"",merke,merk,"",merkt,"",haben,"","","","","",""
718,10048,merken,"","",merke,"",merkst,"",merkt,merkte,"",gemerkt,"",merkte,"",merke,merk,"",merkt,"",haben,"","","","","",""
730,9900,verlangen,"","",verlange,"",verlangst,"",verlangt,verlangte,"",verlangt,"",verlangte,"",verlange,"","",verlangt,"",haben,"","","","","",""
733,9849,beweisen,"","",beweise,"",beweist,"",beweist,bewies,"",bewiesen,"",bewiese,"",beweise,beweis,"",beweist,"",haben,"","","","","",""
736,9809,entfernen,"","",entferne,"",entfernst,"",entfernt,entfernte,"",entfernt,"",entfernte,"",entferne,"","",entfernt,"",haben,"","","","","",""
737,9805,mitnehmen,"","","nehme mit","","nimmst mit","","nimmt mit","nahm mit","",mitgenommen,"","nähme mit","","nimm mit","","","nehmt mit","",haben,"","","","","",""
739,9738,"überleben","","","überlebe","","überlebst","","überlebt","überlebte","","überlebt","","überlebte","","überlebe","","","überlebt","",haben,"","","","","",""
743,9674,regeln,"","",regle,regele,regelst,"",regelt,regelte,"",geregelt,"",regelte,"",regle,regele,"",regelt,"",haben,"","","","","",""
747,9581,sieben,"","",siebe,"",siebst,"",siebt,siebte,"",gesiebt,"",siebte,"",sieb,siebe,"",siebt,"",haben,"","Sifting Grain (8352533158).jpg|thumb|1|[[Getreide]] ''sieben''","","","",""
750,9525,schreien,"","",schreie,"",schreist,"",schreit,schrie,"",geschrien,"",schrie,"",schreie,schrei,"",schreit,"",haben,"","Drill sergeant screams.jpg|thumb|2|Ein [[Militärausbilder]] ''schreit'' einen [[Befehl]]","","","",""
753,9497,planen,"","",plane,"",planst,"",plant,plante,"",geplant,"",plante,"",plane,"","",plant,"",haben,"","","","","",""
754,9477,aufhalten,"","","halte auf","","hältst auf","","hält auf","hielt auf","",aufgehalten,"","hielte auf","","halte auf","","","haltet auf","",haben,"","","","","",""
758,9384,irren,"","",irre,"",irrst,"",irrt,irrte,"",geirrt,"",irrte,"",irr,irre,"",irrt,"",haben,sein,"","","","",""
762,9320,verlieben,"","",verliebe,"",verliebst,"",verliebt,verliebte,"",verliebt,"",verliebte,"",verlieb,"","",verliebt,"",haben,"","","","","",""
763,9315,beenden,"","",beende,"",beendest,"",beendet,beendete,"",beendet,"",beendete,"",beende,"","",beendet,"",haben,"","","","","",""
764,9305,verheiraten,"","",verheirate,"",verheiratest,"",verheiratet,verheiratete,"",verheiratet,"",verheiratete,"",verheirat,verheirate,"",verheiratet,"",haben,"","","","","",""
768,9271,erhalten,"","",erhalte,"","erhältst","","erhält",erhielt,"",erhalten,"",erhielte,"",erhalt,erhalte,"",erhaltet,"",haben,"","","","","",""
770,9214,kennenlernen,"","","lerne kennen","","lernst kennen","","lernt kennen","lernte kennen","",kennengelernt,"","lernte kennen","","lerne kennen","","","lernt kennen","",haben,"","","","","",""
771,9197,besuchen,"","",besuche,"",besuchst,"",besucht,besuchte,"",besucht,"",besuchte,"",besuch,besuche,"",besucht,"",haben,"","","","","",""
774,9183,dienen,"","",diene,"",dienst,"",dient,diente,"",gedient,"",diente,"",diene,"","",dient,"",haben,"","","Reeve_and_Serfs.jpg|mini|1|Leibeigene ''dienen'' ihrem Herren","Gorrila_tool_use-Efi.jpg|mini|3|ein Stock ''dient'' einem Affen als Werkzeug","World War I veteran Joseph Ambrose, 86, at the dedication day parade for the Vietnam Veterans Memorial in 1982.jpg|mini|4|ein Mann, welcher im zweiten Weltkrieg ''gedient'' hat",""
778,9130,verfolgen,"","",verfolge,"",verfolgst,"",verfolgt,verfolgte,"",verfolgt,"",verfolgte,"",verfolge,"","",verfolgt,"",haben,"","","","","",""
779,9100,wundern,"","",wundere,"",wunderst,"",wundert,wunderte,"",gewundert,"",wunderte,"",wunder,"","",wundert,"",haben,"","Himmelsstürmer staunen.JPG|mini|2|die Damen ''wundern sich'' offensichtlich","","","",""
780,9081,weisen,"","",weise,"",weist,"",weist,wies,"",gewiesen,"",wiese,"",weis,"","",weist,"",haben,"","","","","",""
781,9046,verraten,"","",verrate,"","verrätst","","verrät",verriet,"",verraten,"",verriete,"",verrate,"","",verratet,"",haben,"","","","","",""
782,9018,"zählen","","","zähle","","zählst","","zählt","zählte","","gezählt","","zählte","","zähle","","","zählt","",haben,"","","","","",""
784,8997,rennen,"",X,renne,"",rennst,"",rennt,rannte,"",gerannt,"",rennte,"",renn,renne,"",rennt,"",sein,"","","Escolares-chilenos-Talcahuano.jpg|thumb|1|[[Mädchen]] ''rennen'' auf dem [[Pausenhof]].","Women 800 m French Athletics Championships 2013 t161139.jpg|mini|1|{{K|Sport","",""
786,8960,riechen,"","",rieche,"",riechst,"",riecht,roch,"",gerochen,"","röche","",rieche,riech,"",riecht,"",haben,"","","","","",""
789,8935,verbringen,"","",verbringe,"",verbringst,"",verbringt,verbrachte,"",verbracht,"","verbrächte","",verbringe,verbring,"",verbringt,"",haben,"","","","","",""
793,8886,bestehen,"","",bestehe,"",bestehst,"",besteht,bestand,"",bestanden,"","bestände","bestünde",besteh,bestehe,"",besteht,"",haben,"","","","","",""
795,8859,treten,"","",trete,"",trittst,"",tritt,trat,"",getreten,"","träte","",tritt,"","",tretet,"",haben,sein,"","","","",""
798,8847,verhaften,"","",verhafte,"",verhaftest,"",verhaftet,verhaftete,"",verhaftet,"",verhaftete,"",verhafte,verhaft,"",verhaftet,"",haben,sein,"ICE.XCheckII.arrestcuffs.jpg|thumb|1|ein [[Mann]] wird ''verhaftet''","","","",""
799,8789,"zurückkommen",X,"","komme zurück","","kommst zurück","","kommt zurück","kam zurück","","zurückgekommen","","käme zurück","","komm zurück","","","kommt zurück","",sein,"","","","","",""
800,8783,erlauben,"","",erlaube,"",erlaubst,"",erlaubt,erlaubte,"",erlaubt,"",erlaubte,"",erlaube,"","",erlaubt,"",haben,"","","","","",""
806,8648,schulden,"","",schulde,"",schuldest,"",schuldet,schuldete,"",geschuldet,"",schuldete,"",schuld,schulde,"",schuldet,"",haben,"","","","","",""
808,8636,meistern,"","",meistere,"",meisterst,"",meistert,meisterte,"",gemeistert,"",meisterte,"",meistere,"","",meistert,"",haben,"","","","","",""
809,8636,besitzen,"","",besitze,"",besitzt,"",besitzt,"besaß","",besessen,"","besäße","",besitze,besitz,"",besitzt,"",haben,"","","","","",""
811,8610,"nötigen","","","nötige","","nötigst","","nötigt","nötigte","","genötigt","","nötigte","","nötige","","","nötigt","",haben,"","","","","",""
822,8481,behandeln,"","",behandele,behandle,behandelst,"",behandelt,behandelte,"",behandelt,"",behandelte,"",behandele,behandle,"",behandelt,"",haben,"","","","","",""
825,8455,"spüren","","","spüre","","spürst","","spürt","spürte","","gespürt","","spürte","","spüre","","","spürt","",haben,"","","","","",""
826,8442,handeln,"","",handle,handele,handelst,"",handelt,handelte,"",gehandelt,"",handelte,"",handle,handel,"",handelt,"",haben,"","","","","",""
829,8431,teilen,"","",teile,"",teilst,"",teilt,teilte,"",geteilt,"",teilte,"",teile,"","",teilt,"",haben,"","","","","",""
836,8369,bieten,"","",biete,"",bietest,beutst,bietet,bot,"",geboten,"","böte","",biete,beut,"",bietet,"",haben,"","Bundesarchiv B 145 Bild-F019013-0008, Bremerhaven, Fischereihafen, Auktion.jpg|260px|10|Ein Mann bietet per Handzeichen bei einer Fischauktion.","","","",""
838,8321,"überraschen","","","überrasche","","überraschst","überrascht","überrascht","überraschte","","überrascht","","überraschte","","überrasche","","","überrascht","",haben,"","","","","",""
839,8318,leiden,"","",leide,"",leidest,"",leidet,litt,"",gelitten,"",litte,"",leide,"''selten:'' leid","",leidet,"",haben,"","","","","",""
842,8288,"überprüfen","","","überprüfe","","überprüfst","","überprüft","überprüfte","","überprüft","","überprüfte","","überprüfe","","","überprüft","",haben,"","","","","",""
844,8262,atmen,"","",atme,"",atmest,"",atmet,atmete,"",geatmet,"",atmete,"",atme,"","",atmet,"",haben,"","","","","",""
850,8180,"wählen","","","wähle","","wählst","","wählt","wählte","","gewählt","","wählte","","wähle","","","wählt","",haben,"","","","","",""
862,8004,"überlegen","","","überlege","","überlegst","","überlegt","überlegte","","überlegt","","überlegte","","überlege","","","überlegt","",haben,"","","","","",""
866,7952,"rücken","","","rücke","","rückst","","rückt","rückte","","gerückt","","rückte","","rücke","rück","","rückt","",haben,sein,"","","","",""
