rank,freq,Wort,Wortart,"Hörbeispiele",Synonyme,"Gegenwörter","Übersetzung",pronunciation_url
15247,173,"dänisch",Adjektiv,"De-dänisch2.ogg",NYI,NYI,Danish,"https://commons.wikimedia.org/wiki/Special:FilePath/De-dänisch2.ogg"
15248,173,Programmierung,Substantiv,De-Programmierung.ogg,NYI,NYI,programming,https://commons.wikimedia.org/wiki/Special:FilePath/De-Programmierung.ogg
15249,173,"Millionäre","Deklinierte Form","De-at-Millionäre.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-at-Millionäre.ogg"
15251,173,"Gebrüll",Substantiv,"De-Gebrüll.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Gebrüll.ogg"
15252,173,Geburtstagsfeier,Substantiv,De-Geburtstagsfeier2.ogg,NYI,NYI,"birthday party",https://commons.wikimedia.org/wiki/Special:FilePath/De-Geburtstagsfeier2.ogg
15255,173,pausenlos,Adjektiv,De-pausenlos.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-pausenlos.ogg
15256,173,Emails,"Deklinierte Form","",NYI,NYI,"",""
15257,173,kommentieren,Verb,"",NYI,NYI,"annotate, comment",""
15261,173,ungeeignet,Adjektiv,De-ungeeignet.ogg,NYI,NYI,"improper, inapplicable, inappropriate, inapt, inept, unapt, uneligible, unfit, unqualified, unsuitable",https://commons.wikimedia.org/wiki/Special:FilePath/De-ungeeignet.ogg
15262,173,Hauptfach,Substantiv,De-Hauptfach.ogg,NYI,NYI,"major, main subject",https://commons.wikimedia.org/wiki/Special:FilePath/De-Hauptfach.ogg
15265,173,Kadetten,"Deklinierte Form","",NYI,NYI,"",""
15268,173,"großzuziehen","Erweiterter Infinitiv","",NYI,NYI,"",""
15269,173,Butterfly,Substantiv,De-Butterfly.ogg,NYI,NYI,butterfly,https://commons.wikimedia.org/wiki/Special:FilePath/De-Butterfly.ogg
15270,173,Hochschule,Substantiv,De-Hochschule.ogg,NYI,NYI,college,https://commons.wikimedia.org/wiki/Special:FilePath/De-Hochschule.ogg
15271,173,lieg,"Konjugierte Form","",NYI,NYI,"",""
15273,173,Patron,Substantiv,De-Patron.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Patron.ogg
15274,173,Todesfall,Substantiv,De-Todesfall.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Todesfall.ogg
15277,172,bolzen,Verb,De-bolzen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-bolzen.ogg
15279,172,flexibel,Adjektiv,De-flexibel.ogg,NYI,NYI,"flexible, inflectable",https://commons.wikimedia.org/wiki/Special:FilePath/De-flexibel.ogg
15280,172,Sponsoren,"Deklinierte Form","",NYI,NYI,"",""
15281,172,"ausführlich",Adjektiv,"}} {{Audio",NYI,NYI,detailed,"https://commons.wikimedia.org/wiki/Special:FilePath/}} {{Audio"
15282,172,zermalmen,Verb,"",NYI,NYI,crush,""
15284,172,Biopsie,Substantiv,De-Biopsie.ogg,NYI,NYI,biopsy,https://commons.wikimedia.org/wiki/Special:FilePath/De-Biopsie.ogg
15285,172,haargenau,Adjektiv,De-haargenau.ogg,NYI,NYI,"to a hair",https://commons.wikimedia.org/wiki/Special:FilePath/De-haargenau.ogg
15286,172,Gamma,Substantiv,De-Gamma.ogg,NYI,NYI,gamma,https://commons.wikimedia.org/wiki/Special:FilePath/De-Gamma.ogg
15287,172,geschieden,Adjektiv,De-geschieden.ogg,NYI,NYI,divorced,https://commons.wikimedia.org/wiki/Special:FilePath/De-geschieden.ogg
15289,172,verfall,"Konjugierte Form","",NYI,NYI,"",""
15290,172,Knacker,Substantiv,"",NYI,NYI,"",""
15292,172,style,"Konjugierte Form","",NYI,NYI,"",""
15293,172,uff,Interjektion,De-uff.ogg,NYI,NYI,whew,https://commons.wikimedia.org/wiki/Special:FilePath/De-uff.ogg
15294,172,Spital,Substantiv,"",NYI,NYI,hospital,""
15295,172,Gemeinheit,Substantiv,De-Gemeinheit.ogg,NYI,NYI,"meanness, nastiness, baseness",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gemeinheit.ogg
15296,172,Allahs,"Deklinierte Form","",NYI,NYI,"",""
15298,172,Hilfssheriff,Substantiv,De-Hilfssheriff.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Hilfssheriff.ogg
15300,172,Heuhaufen,Substantiv,De-Heuhaufen.ogg,NYI,NYI,haystack,https://commons.wikimedia.org/wiki/Special:FilePath/De-Heuhaufen.ogg
15301,172,Kambodscha,Toponym,De-Kambodscha.ogg,NYI,NYI,Cambodia,https://commons.wikimedia.org/wiki/Special:FilePath/De-Kambodscha.ogg
15302,172,vorweisen,Verb,"",NYI,NYI,"",""
15303,172,ekelig,Adjektiv,"",NYI,NYI,"",""
15305,172,beflecken,Verb,De-beflecken.ogg,NYI,NYI,stain,https://commons.wikimedia.org/wiki/Special:FilePath/De-beflecken.ogg
15306,172,Meteor,Substantiv,De-Meteor.ogg,NYI,NYI,meteor,https://commons.wikimedia.org/wiki/Special:FilePath/De-Meteor.ogg
15307,172,teuflische,"Deklinierte Form","",NYI,NYI,"",""
15308,172,Schutzhaft,Substantiv,De-Schutzhaft.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schutzhaft.ogg
15309,172,"Schnäppchen",Substantiv,"De-Schnäppchen.ogg",NYI,NYI,bargain,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Schnäppchen.ogg"
15310,172,Wesens,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Wesens.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Wesens.wav"
15311,172,werter,"Deklinierte Form","",NYI,NYI,"",""
15313,172,Gun,Substantiv,De-Gun.ogg,NYI,NYI,gun,https://commons.wikimedia.org/wiki/Special:FilePath/De-Gun.ogg
15315,172,nor,Partikel,"",NYI,NYI,"",""
15319,172,donnerstags,Adverb,De-donnerstags.ogg,NYI,NYI,Thursdays,https://commons.wikimedia.org/wiki/Special:FilePath/De-donnerstags.ogg
15321,172,"ergänzen",Verb,"De-ergänzen.ogg",NYI,NYI,"add, complete, fill out","https://commons.wikimedia.org/wiki/Special:FilePath/De-ergänzen.ogg"
15322,172,Storys,"Deklinierte Form",De-Storys.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Storys.ogg
15323,172,Trinkwasser,Substantiv,De-Trinkwasser.ogg,NYI,NYI,"drinking water",https://commons.wikimedia.org/wiki/Special:FilePath/De-Trinkwasser.ogg
15325,172,Hub,Substantiv,De-Hub.ogg,NYI,NYI,lift,https://commons.wikimedia.org/wiki/Special:FilePath/De-Hub.ogg
15326,172,Abfluss,Substantiv,De-Abfluss.ogg,NYI,NYI,"wastepipe, runoff",https://commons.wikimedia.org/wiki/Special:FilePath/De-Abfluss.ogg
15327,172,vollstopfen,Verb,De-vollstopfen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-vollstopfen.ogg
15328,172,Doktoren,"Deklinierte Form","",NYI,NYI,"",""
15329,171,Wirtshaus,Substantiv,De-Wirtshaus.ogg,NYI,NYI,inn,https://commons.wikimedia.org/wiki/Special:FilePath/De-Wirtshaus.ogg
15330,171,gurgel,"Konjugierte Form","",NYI,NYI,"",""
15331,171,Kinderwagen,Substantiv,De-Kinderwagen.ogg,NYI,NYI,"perambulator, pram, baby carriage, baby buggy",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kinderwagen.ogg
15332,171,haften,Verb,De-haften.ogg,NYI,NYI,adhere,https://commons.wikimedia.org/wiki/Special:FilePath/De-haften.ogg
15333,171,verfliegen,Verb,De-verfliegen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-verfliegen.ogg
15334,171,Blinddarm,Substantiv,De-Blinddarm.ogg,NYI,NYI,"cecum, appendix",https://commons.wikimedia.org/wiki/Special:FilePath/De-Blinddarm.ogg
15336,171,"zugedröhnt","Partizip II","",NYI,NYI,"",""
15337,171,Nicaragua,Toponym,De-Nicaragua.ogg,NYI,NYI,Nicaragua,https://commons.wikimedia.org/wiki/Special:FilePath/De-Nicaragua.ogg
15343,171,Nobelpreis,Eigenname,De-Nobelpreis.ogg,NYI,NYI,"Nobel Prize",https://commons.wikimedia.org/wiki/Special:FilePath/De-Nobelpreis.ogg
15350,171,Giraffe,Substantiv,De-Giraffe.ogg,NYI,NYI,giraffe,https://commons.wikimedia.org/wiki/Special:FilePath/De-Giraffe.ogg
15351,171,Israelis,"Deklinierte Form","",NYI,NYI,"",""
15352,171,kleinlich,Adjektiv,De-kleinlich.ogg,NYI,NYI,"petty, narrow-minded, mean, stingy",https://commons.wikimedia.org/wiki/Special:FilePath/De-kleinlich.ogg
15353,171,Zusammenfassung,Substantiv,De-Zusammenfassung.ogg,NYI,NYI,"abstract, summary",https://commons.wikimedia.org/wiki/Special:FilePath/De-Zusammenfassung.ogg
15355,171,Shuttles,"Deklinierte Form",De-Shuttles.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Shuttles.ogg
15356,171,"Schützling",Substantiv,"De-Schützling.ogg",NYI,NYI,"protégé, protege, protégée, protegee","https://commons.wikimedia.org/wiki/Special:FilePath/De-Schützling.ogg"
15358,171,Autofahren,Substantiv,"",NYI,NYI,"",""
15359,171,Prognose,Substantiv,De-Prognose.ogg,NYI,NYI,forecast,https://commons.wikimedia.org/wiki/Special:FilePath/De-Prognose.ogg
15360,171,Bretter,"Deklinierte Form",De-Bretter.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bretter.ogg
15361,171,Zeugenaussagen,"Deklinierte Form","",NYI,NYI,"",""
15362,171,Gag,Substantiv,De-Gag.ogg,NYI,NYI,gag,https://commons.wikimedia.org/wiki/Special:FilePath/De-Gag.ogg
15365,171,"brünette","Deklinierte Form","",NYI,NYI,"",""
15366,171,Infusion,Substantiv,"",NYI,NYI,infusion,""
15368,171,runterlassen,Verb,"",NYI,NYI,"",""
15369,171,Xiang,Substantiv,"",NYI,NYI,"Xiang, Hunanese",""
15371,171,Lebensjahr,Substantiv,"",NYI,NYI,"",""
15373,171,Dominique,Vorname,De-Dominique.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Dominique.ogg
15375,171,Blutsauger,Substantiv,De-Blutsauger.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Blutsauger.ogg
15376,171,Turnhalle,Substantiv,De-at-Turnhalle.ogg,NYI,NYI,"gymnasium, gym",https://commons.wikimedia.org/wiki/Special:FilePath/De-at-Turnhalle.ogg
15379,171,verschanzen,Verb,"",NYI,NYI,entrench,""
15383,171,Rentner,Substantiv,De-Rentner.ogg,NYI,NYI,pensioner,https://commons.wikimedia.org/wiki/Special:FilePath/De-Rentner.ogg
15384,171,lala,Adjektiv,"",NYI,NYI,so-so,""
15388,170,Dampfer,Substantiv,De-Dampfer.ogg,NYI,NYI,"steamer, steamship, steamboat",https://commons.wikimedia.org/wiki/Special:FilePath/De-Dampfer.ogg
15389,170,Spanner,Substantiv,"",NYI,NYI,"voyeur, peeping Tom, shoe tree, press, racket press, geometer, clamp",""
15391,170,lahmlegen,Verb,"",NYI,NYI,paralyze,""
15392,170,Aktie,Substantiv,De-Aktie.ogg,NYI,NYI,"share, stock, certificate",https://commons.wikimedia.org/wiki/Special:FilePath/De-Aktie.ogg
15393,170,Ausbilder,Substantiv,De-Ausbilder.ogg,NYI,NYI,"trainer, instructor",https://commons.wikimedia.org/wiki/Special:FilePath/De-Ausbilder.ogg
15394,170,Viola,Vorname,De-Viola.ogg,NYI,NYI,Violet,https://commons.wikimedia.org/wiki/Special:FilePath/De-Viola.ogg
15395,170,howdy,"Grußformel","",NYI,NYI,"how do you do, howdy",""
15397,170,scharfsinnig,Adjektiv,"",NYI,NYI,"",""
15398,170,Jahreszeiten,"Deklinierte Form",De-Jahreszeiten.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Jahreszeiten.ogg
15399,170,Transaktion,Substantiv,De-Transaktion.ogg,NYI,NYI,transaction,https://commons.wikimedia.org/wiki/Special:FilePath/De-Transaktion.ogg
15402,170,Schaltkreise,"Deklinierte Form",De-Schaltkreise.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schaltkreise.ogg
15404,170,"verhöre","Konjugierte Form","",NYI,NYI,"",""
15405,170,Diplomat,Substantiv,De-Diplomat.ogg,NYI,NYI,"diplomat, diplomatist",https://commons.wikimedia.org/wiki/Special:FilePath/De-Diplomat.ogg
15406,170,straff,Adjektiv,De-straff.ogg,NYI,NYI,"firm, taut, tautly, tense, tight, tightly, erect, firm, strict",https://commons.wikimedia.org/wiki/Special:FilePath/De-straff.ogg
15408,170,Brautjungfer,Substantiv,De-Brautjungfer.ogg,NYI,NYI,bridesmaid,https://commons.wikimedia.org/wiki/Special:FilePath/De-Brautjungfer.ogg
15409,170,Inszenierung,Substantiv,De-Inszenierung.ogg,NYI,NYI,"production, staging, orchestration, posturing",https://commons.wikimedia.org/wiki/Special:FilePath/De-Inszenierung.ogg
15410,170,offline,Adjektiv,De-offline.ogg,NYI,NYI,offline,https://commons.wikimedia.org/wiki/Special:FilePath/De-offline.ogg
15411,170,Kannibalen,"Deklinierte Form","",NYI,NYI,"",""
15412,170,Wohnsitz,Substantiv,De-Wohnsitz.ogg,NYI,NYI,"abode, domicile, dwelling, dwelling place, residence",https://commons.wikimedia.org/wiki/Special:FilePath/De-Wohnsitz.ogg
15413,170,konvertieren,Verb,"",NYI,NYI,convert,""
15414,170,"zerdrücken",Verb,"",NYI,NYI,"",""
15417,170,Ralf,Vorname,De-Ralf.ogg,NYI,NYI,Ralph,https://commons.wikimedia.org/wiki/Special:FilePath/De-Ralf.ogg
15418,170,ausstrahlen,Verb,De-ausstrahlen.ogg,NYI,NYI,"emanate, emit, exude, broadcast, air",https://commons.wikimedia.org/wiki/Special:FilePath/De-ausstrahlen.ogg
15419,170,kapern,Verb,De-kapern.ogg,NYI,NYI,"capture, take, seize",https://commons.wikimedia.org/wiki/Special:FilePath/De-kapern.ogg
15420,170,verwerfen,Verb,"",NYI,NYI,"discard, dismiss, reject, throw out, dismiss, reject",""
15424,170,einzahlen,Verb,De-einzahlen.ogg,NYI,NYI,deposit,https://commons.wikimedia.org/wiki/Special:FilePath/De-einzahlen.ogg
15425,170,blinken,Verb,De-blinken.ogg,NYI,NYI,flash,https://commons.wikimedia.org/wiki/Special:FilePath/De-blinken.ogg
15426,170,Spa,Substantiv,"",NYI,NYI,"",""
15427,170,Substanzen,"Deklinierte Form",De-Substanzen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Substanzen.ogg
15428,170,Heimkehr,Substantiv,De-Heimkehr.ogg,NYI,NYI,homecoming,https://commons.wikimedia.org/wiki/Special:FilePath/De-Heimkehr.ogg
15430,170,tausender,"Deklinierte Form","",NYI,NYI,"",""
15431,170,"Flughäfen","Deklinierte Form","De-Flughäfen.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Flughäfen.ogg"
15432,170,fertigstellen,Verb,De-fertigstellen.ogg,NYI,NYI,"accomplish, complete, finish",https://commons.wikimedia.org/wiki/Special:FilePath/De-fertigstellen.ogg
15433,170,"ausstoßen",Verb,"",NYI,NYI,"expel, eject, emit, utter, expel",""
15434,170,kreiert,"Partizip II",De-kreiert.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-kreiert.ogg
15436,170,Gulden,Substantiv,De-Gulden.ogg,NYI,NYI,"gulden, guilder",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gulden.ogg
15437,170,"Bösewichte","Deklinierte Form","",NYI,NYI,"",""
15438,170,Hinterausgang,Substantiv,De-Hinterausgang.ogg,NYI,NYI,"back exit, rear exit",https://commons.wikimedia.org/wiki/Special:FilePath/De-Hinterausgang.ogg
15439,170,aufblasen,Verb,De-aufblasen.ogg,NYI,NYI,"inflate, show off",https://commons.wikimedia.org/wiki/Special:FilePath/De-aufblasen.ogg
15441,170,managen,Verb,De-managen.ogg,NYI,NYI,manage,https://commons.wikimedia.org/wiki/Special:FilePath/De-managen.ogg
15442,170,Chile,Toponym,De-Chile.ogg,NYI,NYI,Chile,https://commons.wikimedia.org/wiki/Special:FilePath/De-Chile.ogg
15443,170,"Schnüffler",Substantiv,"",NYI,NYI,"sleuth, private eye",""
15444,169,Fotografin,Substantiv,"",NYI,NYI,"",""
15445,169,sterbliche,"Deklinierte Form","",NYI,NYI,"",""
15446,169,Vertrauens,"Deklinierte Form",De-Vertrauens.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Vertrauens.ogg
15447,169,erhellen,Verb,"",NYI,NYI,"",""
15448,169,zugucken,Verb,"",NYI,NYI,"",""
15449,169,doofe,"Deklinierte Form","",NYI,NYI,"",""
15450,169,tonnenweise,Adverb,"",NYI,NYI,"tons of",""
15451,169,Nil,Toponym,De-Nil.ogg,NYI,NYI,Nile,https://commons.wikimedia.org/wiki/Special:FilePath/De-Nil.ogg
15453,169,Kleber,Substantiv,"",NYI,NYI,"",""
15454,169,Dover,Toponym,"",NYI,NYI,Dover,""
15455,169,Cracker,Substantiv,De-Cracker.ogg,NYI,NYI,"cracker, crack, cracker",https://commons.wikimedia.org/wiki/Special:FilePath/De-Cracker.ogg
15456,169,tape,"Konjugierte Form","",NYI,NYI,"",""
15458,169,Stangen,"Deklinierte Form","",NYI,NYI,"",""
15459,169,Stammes,"Deklinierte Form",De-Stammes.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Stammes.ogg
15460,169,Sternschnuppe,Substantiv,De-Sternschnuppe.ogg,NYI,NYI,"falling star, shooting star",https://commons.wikimedia.org/wiki/Special:FilePath/De-Sternschnuppe.ogg
15461,169,Verse,"Deklinierte Form",De-Verse.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Verse.ogg
15462,169,hoff,"Konjugierte Form","",NYI,NYI,"",""
15463,169,Schaufenster,Substantiv,De-Schaufenster.ogg,NYI,NYI,"shop window",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schaufenster.ogg
15464,169,"Jörg",Vorname,"De-Jörg.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Jörg.ogg"
15466,169,ausspannen,Verb,De-ausspannen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-ausspannen.ogg
15471,169,krabbeln,Verb,De-krabbeln.ogg,NYI,NYI,crawl,https://commons.wikimedia.org/wiki/Special:FilePath/De-krabbeln.ogg
15472,169,demolieren,Verb,"",NYI,NYI,vandalize,""
15475,169,"Maßnahme",Substantiv,"De-Maßnahme.ogg",NYI,NYI,measure,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Maßnahme.ogg"
15476,169,Verzug,Substantiv,"",NYI,NYI,delay,""
15477,169,Kartenspiel,Substantiv,De-Kartenspiel.ogg,NYI,NYI,"card game, pack of cards, deck of cards",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kartenspiel.ogg
15478,169,"entblößen",Verb,"De-entblößen.ogg",NYI,NYI,"denude, expose, bare, uncover, strip, disrobe","https://commons.wikimedia.org/wiki/Special:FilePath/De-entblößen.ogg"
15479,169,Magistrat,Substantiv,"",NYI,NYI,"municipal authorities",""
15481,169,"Flugblätter","Deklinierte Form","De-Flugblätter.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Flugblätter.ogg"
15483,169,Siegfried,Eigenname,De-Siegfried.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Siegfried.ogg
15484,169,Chefredakteur,Substantiv,De-Chefredakteur.ogg,NYI,NYI,"editor in chief, editor-in-chief",https://commons.wikimedia.org/wiki/Special:FilePath/De-Chefredakteur.ogg
15486,169,konsultieren,Verb,"",NYI,NYI,consult,""
15487,169,Prophezeiungen,"Deklinierte Form","",NYI,NYI,"",""
15488,169,Atombomben,"Deklinierte Form",De-Atombomben.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Atombomben.ogg
15490,169,spott,"Konjugierte Form","",NYI,NYI,"",""
15492,169,Things,"Deklinierte Form","",NYI,NYI,"",""
15493,169,Mitgliedschaft,Substantiv,"",NYI,NYI,membership,""
15495,169,Deserteur,Substantiv,De-Deserteur.ogg,NYI,NYI,deserter,https://commons.wikimedia.org/wiki/Special:FilePath/De-Deserteur.ogg
15496,169,Ferienlager,Substantiv,"",NYI,NYI,"",""
15497,169,Aneurysma,Substantiv,De-Aneurysma.ogg,NYI,NYI,aneurysm,https://commons.wikimedia.org/wiki/Special:FilePath/De-Aneurysma.ogg
15498,169,stampfen,Verb,De-stampfen.ogg,NYI,NYI,"stomp, rock, skip, pitch",https://commons.wikimedia.org/wiki/Special:FilePath/De-stampfen.ogg
15499,169,bereitstellen,Verb,De-bereitstellen.ogg,NYI,NYI,"provide, make available",https://commons.wikimedia.org/wiki/Special:FilePath/De-bereitstellen.ogg
15500,169,Zepter,Substantiv,De-Zepter.ogg,NYI,NYI,"sceptre, scepter",https://commons.wikimedia.org/wiki/Special:FilePath/De-Zepter.ogg
15501,169,grotesk,Adjektiv,De-grotesk.ogg,NYI,NYI,grotesque,https://commons.wikimedia.org/wiki/Special:FilePath/De-grotesk.ogg
15502,169,digitale,"Deklinierte Form","",NYI,NYI,"",""
15504,169,bedingt,Adjektiv,De-bedingt.ogg,NYI,NYI,"conditional, conditioned",https://commons.wikimedia.org/wiki/Special:FilePath/De-bedingt.ogg
15505,169,Anmeldung,Substantiv,De-Anmeldung.ogg,NYI,NYI,registration,https://commons.wikimedia.org/wiki/Special:FilePath/De-Anmeldung.ogg
15506,169,Miene,Substantiv,De-Mine.ogg,NYI,NYI,"countenance, expression, face, look, looks, mien",https://commons.wikimedia.org/wiki/Special:FilePath/De-Mine.ogg
15508,169,herablassend,Adjektiv,De-herablassend.ogg,NYI,NYI,condescending,https://commons.wikimedia.org/wiki/Special:FilePath/De-herablassend.ogg
15510,169,Premier,Substantiv,"",NYI,NYI,"premier, prime minister",""
15511,169,Feuchtigkeit,Substantiv,De-Feuchtigkeit.ogg,NYI,NYI,"humidity, wetness",https://commons.wikimedia.org/wiki/Special:FilePath/De-Feuchtigkeit.ogg
15513,169,messern,Verb,"",NYI,NYI,"cut, knife",""
15515,169,Kanu,Substantiv,De-Kanu.ogg,NYI,NYI,canoe,https://commons.wikimedia.org/wiki/Special:FilePath/De-Kanu.ogg
15516,169,Autopilot,Substantiv,De-Autopilot.ogg,NYI,NYI,"automatic pilot, autopilot",https://commons.wikimedia.org/wiki/Special:FilePath/De-Autopilot.ogg
15517,169,"Vorträge","Deklinierte Form","De-at-Vorträge.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-at-Vorträge.ogg"
15519,168,absolvieren,Verb,De-absolvieren.ogg,NYI,NYI,"pass, absolve",https://commons.wikimedia.org/wiki/Special:FilePath/De-absolvieren.ogg
15520,168,"Ferngespräch",Substantiv,"De-Ferngespräch.ogg",NYI,NYI,"long distance call","https://commons.wikimedia.org/wiki/Special:FilePath/De-Ferngespräch.ogg"
15521,168,Tintenfisch,Substantiv,"",NYI,NYI,"sepia, calamari, cuttlefish, cuttle",""
15522,168,Beispiele,"Deklinierte Form","LL-Q188 (deu)-Sebastian Wallroth-Beispiele.wav",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Sebastian Wallroth-Beispiele.wav"
15524,168,Abschleppwagen,Substantiv,De-Abschleppwagen.ogg,NYI,NYI,"breakdown lorry, breakdown van, wrecking truck, tow-car",https://commons.wikimedia.org/wiki/Special:FilePath/De-Abschleppwagen.ogg
15526,168,Schusswaffen,"Deklinierte Form",De-Schusswaffen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Schusswaffen.ogg
15527,168,"Anträge","Deklinierte Form","De-Anträge.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Anträge.ogg"
15528,168,Weihnachtsfest,Substantiv,"",NYI,NYI,Christmas,""
15531,168,Mistvieh,Substantiv,"",NYI,NYI,"",""
15532,168,"überm",Kontraktion,"",NYI,NYI,"",""
15534,168,signieren,Verb,De-signieren.ogg,NYI,NYI,sign,https://commons.wikimedia.org/wiki/Special:FilePath/De-signieren.ogg
15535,168,floss,"Konjugierte Form","",NYI,NYI,"",""
15537,168,hinters,Kontraktion,"",NYI,NYI,"",""
15538,168,Swimmingpool,Substantiv,De-Swimmingpool.ogg,NYI,NYI,"swimming pool",https://commons.wikimedia.org/wiki/Special:FilePath/De-Swimmingpool.ogg
15539,168,herunterkommen,Verb,De-herunterkommen.ogg,NYI,NYI,"come down, become",https://commons.wikimedia.org/wiki/Special:FilePath/De-herunterkommen.ogg
15540,168,reparier,"Konjugierte Form","",NYI,NYI,"",""
15542,168,Makkaroni,Substantiv,"",NYI,NYI,macaroni,""
15543,168,Violine,Substantiv,De-Violine.ogg,NYI,NYI,violin,https://commons.wikimedia.org/wiki/Special:FilePath/De-Violine.ogg
15545,168,"Jüngling",Substantiv,"",NYI,NYI,"youth, youngling, stripling, sapling",""
15546,168,"unvollständig",Adjektiv,"",NYI,NYI,incomplete,""
15547,168,verbleib,"Konjugierte Form","",NYI,NYI,"",""
15548,168,Gleichheit,Substantiv,De-Gleichheit.ogg,NYI,NYI,equality,https://commons.wikimedia.org/wiki/Special:FilePath/De-Gleichheit.ogg
15549,168,Stammbaum,Substantiv,De-Stammbaum.ogg,NYI,NYI,"genealogical tree, family tree",https://commons.wikimedia.org/wiki/Special:FilePath/De-Stammbaum.ogg
15551,168,Rudolf,Vorname,De-Rudolf.ogg,NYI,NYI,Rudolph,https://commons.wikimedia.org/wiki/Special:FilePath/De-Rudolf.ogg
15553,168,hierzu,Adverb,De-hierzu.ogg,NYI,NYI,"for this, to this, concerning this, on this score, with it",https://commons.wikimedia.org/wiki/Special:FilePath/De-hierzu.ogg
15554,168,Depot,Substantiv,De-Depot.ogg,NYI,NYI,warehouse,https://commons.wikimedia.org/wiki/Special:FilePath/De-Depot.ogg
15555,168,erlegen,Verb,De-erlegen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-erlegen.ogg
15556,168,Gerichtsbeschluss,Substantiv,De-Gerichtsbeschluss.ogg,NYI,NYI,"court order, decree of the court",https://commons.wikimedia.org/wiki/Special:FilePath/De-Gerichtsbeschluss.ogg
15557,168,Senatoren,"Deklinierte Form",De-Senatoren.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Senatoren.ogg
15558,168,todsicher,Adjektiv,"",NYI,NYI,"dead sure",""
15559,168,Kurieren,"Deklinierte Form","",NYI,NYI,"",""
15560,168,trumpf,"Konjugierte Form","",NYI,NYI,"",""
15564,168,Infrastruktur,Substantiv,De-Infrastruktur.ogg,NYI,NYI,infrastructure,https://commons.wikimedia.org/wiki/Special:FilePath/De-Infrastruktur.ogg
15566,168,Vielzahl,Substantiv,De-Vielzahl.ogg,NYI,NYI,"multitude, multiplicity, plurality, large quantity",https://commons.wikimedia.org/wiki/Special:FilePath/De-Vielzahl.ogg
15567,168,"Präfekt",Substantiv,"",NYI,NYI,"",""
